BLUE_TOP,BLUE_JUNGLE,BLUE_MIDDLE,BLUE_BOTTOM,BLUE_UTILITY,RED_WINNER,RED_TOP,RED_JUNGLE,RED_MIDDLE,RED_BOTTOM,RED_UTILITY
Garen,MonkeyKing,Hwei,Corki,Rell,False,Jayce,Volibear,Aurora,Yunara,Neeko
Fiora,Rengar,Corki,Ziggs,Soraka,False,Darius,Ekko,Vex,Caitlyn,Thresh
Darius,Amumu,Akshan,Ashe,Pyke,True,Kled,Qiyana,Ryze,Twitch,Zilean
Gangplank,Sylas,Irelia,Ashe,Poppy,False,Jayce,MonkeyKing,Zed,Ziggs,Braum
Gangplank,Rammus,Zoe,Akshan,Sion,False,Aatrox,Qiyana,Hwei,Jhin,Katarina
Vladimir,Vayne,Ahri,Ezreal,Janna,False,Pantheon,Viego,Galio,Varus,Karma
Kennen,Kindred,TwistedFate,Draven,Lulu,False,Sylas,LeeSin,Ziggs,Ezreal,Leona
Akali,JarvanIV,Fizz,Ashe,Braum,False,Orianna,Qiyana,Annie,Aphelios,Thresh
Ambessa,Ivern,Ziggs,Lucian,Nami,False,Camille,Graves,Kassadin,Jhin,Soraka
Malphite,Pantheon,Galio,Yunara,Pyke,True,Darius,Ekko,Viego,Karthus,Seraphine
Jayce,Sylas,Ambessa,Yunara,Rell,False,Chogath,Ekko,Zed,Smolder,Maokai
Tryndamere,Talon,Akshan,KogMaw,Neeko,True,Jax,Hecarim,Jayce,Yunara,Senna
Kennen,XinZhao,Akshan,Aphelios,Milio,False,Yasuo,Lillia,Akali,Caitlyn,Lux
Riven,Sylas,Aurora,Jinx,Rell,False,Karma,Lillia,Lucian,Yunara,Nautilus
Sion,Kayn,Nunu,Senna,Braum,True,Poppy,Rammus,Corki,Veigar,Blitzcrank
Nocturne,MonkeyKing,Orianna,Lucian,Milio,False,Gwen,Sylas,Talon,Jinx,Lulu
Yorick,Sylas,Zed,Sivir,Soraka,False,Sion,Viego,Orianna,Yunara,Pyke
LeeSin,Belveth,Cassiopeia,Aphelios,Renata,True,Tryndamere,Sylas,Talon,Kaisa,Bard
Ambessa,Qiyana,Cassiopeia,Tristana,Rakan,True,Warwick,Volibear,Zeri,Kaisa,Milio
Aurora,XinZhao,Talon,Ezreal,Sona,False,Irelia,Trundle,Zoe,Lucian,Nami
Neeko,Zac,Akshan,Kaisa,Rakan,False,Yasuo,Kayn,Vladimir,Ezreal,Karma
Heimerdinger,XinZhao,Azir,Sivir,Sona,True,Urgot,Sylas,Caitlyn,Samira,Blitzcrank
Sion,Pantheon,Taliyah,Jhin,Rakan,True,Riven,XinZhao,Galio,Yunara,Bard
Gnar,Zed,Aurora,Aphelios,Karma,False,Aatrox,Tryndamere,Sylas,Yunara,Neeko
Jax,Hecarim,Kennen,Sivir,Lulu,False,Ambessa,Rengar,Ahri,MissFortune,Soraka
Gwen,DrMundo,Corki,Senna,Pyke,False,Teemo,JarvanIV,Nocturne,Hwei,Rakan
Gragas,Rengar,Lux,Aphelios,Ivern,True,Jax,LeeSin,Brand,Smolder,Elise
Aurora,Gwen,Yone,Yunara,Janna,True,Chogath,Qiyana,Azir,Zyra,Teemo
Maokai,Qiyana,Yasuo,Senna,Sona,True,Warwick,Viego,Orianna,Kaisa,Elise
Ryze,LeeSin,Akali,Yunara,Milio,True,Rumble,MasterYi,Zed,Senna,Karma
Azir,Ambessa,Syndra,Sivir,Thresh,True,Poppy,MasterYi,Veigar,Tristana,Neeko
Gangplank,Trundle,Galio,Corki,Neeko,True,Jayce,Qiyana,Katarina,Kaisa,Sion
Sett,Nidalee,Viego,Senna,Shaco,False,Gangplank,Qiyana,Ryze,Smolder,Leona
Gragas,Belveth,Vladimir,Yunara,Janna,True,Renekton,Pantheon,Taliyah,Aphelios,Rakan
Riven,Kayn,Leblanc,Mel,Maokai,False,Nidalee,Zac,Yasuo,Corki,Alistar
Gragas,RekSai,Irelia,Draven,Elise,False,Viego,Lillia,Zac,Yunara,Rell
Kennen,Qiyana,Mel,Aphelios,Thresh,False,Poppy,Rengar,Viktor,Jayce,Seraphine
KSante,RekSai,Naafiri,Azir,Janna,False,Gwen,Qiyana,Akali,Jinx,Rell
Jax,RekSai,Cassiopeia,Samira,Blitzcrank,True,KSante,Lillia,Naafiri,Yunara,Leona
Yone,Draven,Akali,Aphelios,Pyke,True,Malphite,Ivern,Yunara,Corki,Karma
Riven,XinZhao,Viktor,Yunara,Lulu,False,Nasus,Qiyana,Annie,Corki,Pantheon
Gwen,Viego,Aurora,Yunara,Alistar,True,Jax,JarvanIV,Syndra,Sivir,Pyke
Mordekaiser,Briar,Irelia,Cassiopeia,Lux,False,Zoe,Rammus,Morgana,Senna,Bard
KSante,Kindred,Aurora,Lucian,Pyke,True,RekSai,Sylas,Annie,Caitlyn,Thresh
Irelia,Shaco,Zed,Senna,Taric,False,Sett,Kayn,Ryze,Samira,Katarina
Ambessa,Vi,Azir,Ezreal,Braum,False,Camille,Ekko,Viktor,Sivir,Alistar
Varus,Viego,Ahri,Jhin,Rakan,True,Sion,XinZhao,Orianna,Lucian,Sylas
Aatrox,RekSai,Annie,Yunara,Bard,False,Gragas,Sylas,Jayce,Xayah,Rell
Aatrox,LeeSin,Ahri,Mel,Karma,False,Yasuo,Kindred,Azir,Yunara,Neeko
Renekton,Ivern,Zed,Karthus,Pyke,True,Urgot,Sylas,Akali,Tristana,Thresh
Draven,Zac,Gragas,Yunara,Bard,True,Renekton,JarvanIV,Ekko,Lucian,Thresh
Ornn,Kindred,Galio,Yunara,Yuumi,True,Poppy,MasterYi,Annie,Smolder,Sona
KSante,Ekko,Irelia,Caitlyn,Janna,True,Chogath,Qiyana,Viktor,Jhin,Alistar
Akali,MonkeyKing,Zoe,Xayah,Rakan,True,Riven,Rengar,Ekko,Corki,Karma
Gragas,Viego,Lux,Sivir,Nautilus,True,Riven,Ekko,Viktor,Aphelios,Braum
Aurora,Belveth,Anivia,Yunara,Bard,False,Irelia,Ekko,Zac,MissFortune,Janna
Jax,Zac,Aurora,Lucian,Nami,True,Quinn,Ekko,Corki,Jhin,Janna
Riven,Qiyana,Cassiopeia,Lucian,Nami,True,Renekton,Udyr,Ryze,Xayah,Rakan
Jayce,Renekton,Azir,Yunara,Anivia,False,Yorick,Mordekaiser,Cassiopeia,Lucian,Nami
Fiora,Pantheon,Taliyah,Tristana,Rell,False,KSante,Nautilus,Annie,Jhin,Anivia
Ryze,Udyr,Viego,Draven,Nami,True,Riven,Elise,Akshan,Syndra,Nautilus
Fiora,Sejuani,Viego,Yunara,Anivia,False,Kalista,LeeSin,Trundle,Ziggs,Sona
Riven,Ekko,Akali,Yunara,Shen,True,Gragas,Kayn,Hwei,Draven,Neeko
Gangplank,Gwen,Corki,Xayah,Rakan,True,Ornn,XinZhao,Jayce,Kaisa,Karma
Riven,Ekko,Viego,Aphelios,Poppy,False,Varus,Sylas,Zed,Lucian,Pyke
Vayne,Nautilus,Akali,Yunara,Braum,True,Varus,Qiyana,Swain,Aphelios,Anivia
Riven,Rammus,Aurora,Yunara,Renata,False,Jax,Belveth,Akali,Tristana,Elise
Teemo,Rammus,Kalista,Lucian,Nami,False,Vladimir,Belveth,Viego,Ziggs,Nautilus
Camille,Ekko,Corki,Swain,Leona,False,Gangplank,Qiyana,Vladimir,KogMaw,Xerath
Zac,Nidalee,Viego,Yunara,Alistar,False,Renekton,Ekko,Garen,Tristana,Nautilus
Rumble,Sylas,Quinn,Jayce,Elise,True,Aurora,Viego,Annie,Yunara,Leona
Aatrox,Pantheon,Sylas,Yunara,Thresh,True,Irelia,Vi,Taliyah,Kaisa,Anivia
Kennen,Belveth,Viego,Ziggs,Morgana,True,Irelia,Vi,Talon,Mel,Karma
Poppy,Talon,Vex,Varus,Rakan,True,Kled,Zyra,Gangplank,Mel,Neeko
Jayce,JarvanIV,Morgana,Yunara,Rakan,False,Malphite,XinZhao,Taliyah,Twitch,Lulu
Sion,Graves,Akali,Aphelios,Leona,True,Aatrox,FiddleSticks,Gangplank,Yunara,Sona
Gangplank,LeeSin,Azir,Tristana,Karma,True,Singed,Shaco,Pantheon,Lucian,Milio
Shen,Qiyana,Gwen,Kaisa,Elise,False,Viego,Khazix,Ryze,Smolder,Rakan
Camille,Qiyana,Annie,Jhin,Rell,False,DrMundo,Sylas,Corki,Yunara,Bard
Rumble,Rengar,Azir,Yunara,Soraka,False,Mordekaiser,Hecarim,Taliyah,Xayah,Rakan
Ambessa,Shaco,Sylas,Aphelios,Rell,False,Gangplank,Nidalee,Corki,Yunara,Pyke
Jax,LeeSin,Azir,Aphelios,Janna,True,Gragas,Trundle,Ryze,Smolder,Rell
Gragas,Pantheon,Aurora,Senna,Morgana,True,DrMundo,Zac,Lux,Varus,Karma
Riven,FiddleSticks,Ryze,Kaisa,Nautilus,False,Teemo,DrMundo,Talon,Yunara,Nunu
Cassiopeia,JarvanIV,Kassadin,Ezreal,Nunu,False,Neeko,FiddleSticks,Ambessa,Aphelios,Karma
Malphite,Zed,Zoe,Zeri,Lulu,True,Sylas,Shaco,Irelia,Lucian,Milio
Fiora,Trundle,Orianna,Xayah,Nautilus,True,Gangplank,JarvanIV,Akali,Yunara,Pyke
Sejuani,MasterYi,Yone,Mel,Anivia,False,Ryze,LeeSin,Azir,Tristana,Pyke
Yone,LeeSin,Lucian,Mel,Anivia,True,Jax,Qiyana,Azir,Samira,Camille
Gnar,Ekko,Irelia,Lux,Nami,True,Ryze,Hecarim,Shen,Kaisa,Alistar
Ambessa,LeeSin,Viktor,Mel,Neeko,False,Riven,Shaco,Annie,Jhin,Rell
Renekton,Khazix,Vladimir,Tristana,Lulu,True,Chogath,XinZhao,Annie,Sivir,Sona
Fiora,Gwen,Varus,Vladimir,Shaco,True,Darius,Pantheon,Zed,Ziggs,
Gangplank,Gwen,Corki,Zyra,Zilean,False,Warwick,Lillia,Zed,Aphelios,Karma
Karthus,Gwen,Yone,Yunara,Yuumi,True,Poppy,Udyr,Cassiopeia,Ashe,Lulu
KSante,JarvanIV,Ryze,Yunara,Sona,True,Ambessa,Kayn,Akali,Senna,Karma
Sion,Ivern,Irelia,Aphelios,Senna,True,Nocturne,Graves,Viktor,Lux,Bard
Galio,Draven,TwistedFate,Zeri,Lulu,True,Yasuo,Vi,Akali,Senna,Rakan
Fiora,Kayn,Sylas,Caitlyn,Rell,False,Ryze,XinZhao,Zed,Samira,Elise
Rumble,Viego,Azir,Aphelios,Thresh,True,Volibear,MonkeyKing,Akali,Lucian,Sona
Akali,Viego,Ahri,Twitch,Alistar,True,Nocturne,Karthus,Sylas,Yunara,Janna
Riven,LeeSin,Hwei,Smolder,Bard,False,Poppy,Karthus,Qiyana,Yunara,Leona
Jayce,Sejuani,Akali,Sivir,Bard,False,Nidalee,Trundle,Azir,Varus,Rell
Jax,Jayce,Akali,Sivir,Poppy,True,Nidalee,LeeSin,Aurora,Kaisa,Rell
Riven,Viego,Sylas,Varus,Bard,False,Gragas,Belveth,Annie,Yunara,Leona
Aatrox,JarvanIV,Katarina,Samira,Leona,False,Gragas,Ekko,Syndra,Yunara,Poppy
Ornn,Viego,Viktor,Aphelios,Leona,True,Vayne,Ekko,Annie,Lucian,Nami
Jax,RekSai,Sylas,Ezreal,Karma,True,Ambessa,LeeSin,Akali,Draven,Alistar
Shen,Qiyana,Vladimir,Lucian,Nautilus,True,KSante,JarvanIV,Irelia,Swain,Nami
Renekton,RekSai,Zoe,Yunara,Alistar,False,Camille,Viego,Annie,MissFortune,Leona
Azir,Viego,Galio,Lucian,Sona,False,Fiora,Poppy,Aurora,Kaisa,Alistar
Sion,Ekko,Katarina,Swain,Pyke,False,Riven,Ivern,Aurora,Tristana,Nautilus
Azir,LeeSin,Aurora,Yunara,Soraka,False,Sejuani,Briar,Lucian,Swain,Nami
Nocturne,Belveth,Ahri,Lucian,Pyke,True,Kayle,JarvanIV,Irelia,,Sona
KSante,Rammus,Lux,Nilah,Karma,True,Jayce,Amumu,Hwei,Caitlyn,Thresh
Ambessa,Karthus,Akshan,Vayne,Soraka,True,Gwen,Nocturne,Leblanc,Varus,Thresh
Jax,Karthus,Ahri,Draven,Rell,True,KSante,Trundle,Akali,Corki,Galio
Lissandra,Viego,Zoe,KogMaw,Karma,False,Ornn,RekSai,Ahri,Yunara,Lulu
Renekton,Jayce,Viktor,Vayne,Yuumi,True,Ambessa,Viego,Ahri,Yunara,Bard
Zed,Kayn,Ahri,Kaisa,Poppy,False,Jayce,LeeSin,Sylas,Corki,Alistar
KSante,MonkeyKing,Sylas,Jinx,Pyke,False,Vayne,Zed,TwistedFate,Yunara,Sona
Jayce,DrMundo,Akali,Kaisa,Alistar,False,Sett,LeeSin,Syndra,Corki,Senna
Garen,LeeSin,Aurora,Smolder,Rell,False,Ambessa,Diana,Elise,Kaisa,Pyke
Ambessa,MonkeyKing,Yone,Lux,Zoe,False,Warwick,Viego,Ezreal,Mel,Karma
Warwick,Vi,Galio,Jinx,Milio,False,Ornn,JarvanIV,Leblanc,Varus,Karma
Kennen,Viego,Chogath,Yasuo,Rakan,False,Ambessa,Diana,Olaf,Varus,Renata
Gangplank,Olaf,Yunara,Ziggs,Sona,False,MonkeyKing,JarvanIV,Karthus,Varus,Braum
Ambessa,Hecarim,Naafiri,Mel,Janna,False,Renekton,Kayn,Sylas,Yunara,Nami
Kayle,Nocturne,Naafiri,Tristana,Soraka,False,KSante,Rengar,Ryze,Smolder,Nami
Caitlyn,Belveth,Kayle,KogMaw,Nautilus,True,Ambessa,Graves,Kassadin,Sivir,Lulu
Yorick,Talon,TwistedFate,Kaisa,Anivia,True,Fiora,Graves,Kassadin,Ezreal,Karma
Warwick,Hecarim,Sylas,Corki,Nautilus,False,Gwen,XinZhao,Kled,Kaisa,Pyke
Kled,MonkeyKing,Ekko,Tristana,Nautilus,False,Gragas,Graves,Sylas,Vayne,Bard
Fiora,JarvanIV,Kassadin,Yunara,Milio,False,Gnar,Nidalee,Irelia,Jinx,Nautilus
Zilean,MonkeyKing,Aurora,Yunara,Braum,False,Riven,RekSai,Taliyah,Kaisa,Blitzcrank
Aatrox,LeeSin,Anivia,Yunara,Nautilus,True,Aurora,RekSai,Corki,Kindred,Karma
Jax,Kayn,Diana,MissFortune,Leona,False,Vladimir,XinZhao,Orianna,Aphelios,Braum
Zilean,Ekko,Yone,Lucian,Leona,False,Chogath,Belveth,Vex,Yunara,Rakan
Gangplank,JarvanIV,Aurora,Varus,Bard,False,Vladimir,LeeSin,Nunu,Yunara,Pyke
Renekton,Viego,Vladimir,Lucian,Nautilus,False,Ambessa,Hecarim,Hwei,Twitch,Lulu
Nocturne,Zac,Ekko,Ezreal,Lulu,False,Urgot,RekSai,Veigar,Kaisa,Neeko
Jayce,Ivern,Ahri,Ezreal,Anivia,False,Varus,Volibear,Taliyah,MissFortune,Rell
MonkeyKing,JarvanIV,Vladimir,Varus,Nautilus,False,Fiora,Diana,Yone,Jinx,Senna
Elise,Khazix,Irelia,Ashe,Seraphine,False,Draven,Skarner,Taliyah,Jhin,Karma
Gragas,Rengar,Kassadin,Draven,Alistar,True,Aatrox,Khazix,Vayne,Yunara,Leona
Garen,Warwick,Akshan,Lux,Nami,False,Gangplank,Kayn,Aurora,Smolder,Blitzcrank
Shen,Pantheon,Annie,Lucian,Nami,False,Gragas,Khazix,Akshan,Yasuo,Nautilus
Yasuo,Khazix,Neeko,Yunara,Rell,False,Jayce,Morgana,Akshan,Aphelios,Lulu
Gwen,Viego,Akali,MissFortune,Bard,True,Ornn,LeeSin,Zoe,Ashe,Leona
Ambessa,JarvanIV,Rumble,Tristana,Thresh,True,Gwen,LeeSin,Aurora,Corki,Sona
Rumble,Kayn,TwistedFate,Ezreal,Sona,True,Chogath,Evelynn,Yone,Seraphine,Pyke
DrMundo,Morgana,Azir,Kaisa,Nautilus,False,Smolder,Ambessa,Twitch,Ezreal,Thresh
Sion,Viego,Sylas,Corki,Bard,False,KSante,Jax,Azir,Jinx,Lulu
Sion,Karthus,Ahri,Smolder,Nautilus,True,Ambessa,Trundle,Aurora,Lux,Rakan
Yunara,Vi,Ahri,Smolder,Bard,True,Irelia,Karthus,Swain,Jinx,Alistar
Varus,Graves,Karthus,Smolder,Neeko,True,Anivia,MasterYi,TwistedFate,Aphelios,Karma
MonkeyKing,Zac,Yasuo,Seraphine,Senna,False,Gangplank,Diana,Zed,Sivir,Milio
Yone,Ekko,Lux,Corki,Shaco,True,Kled,Kindred,Aurora,KogMaw,Lulu
Quinn,Khazix,Qiyana,Zyra,Nautilus,False,Riven,Corki,Akali,Smolder,Neeko
Nocturne,XinZhao,Aurora,Ezreal,Karma,True,Warwick,Belveth,Yone,Caitlyn,Nautilus
Warwick,Pantheon,Azir,Corki,Rell,False,Volibear,XinZhao,Ryze,Lucian,Nami
Teemo,Ekko,Yone,Lucian,Milio,False,Sion,FiddleSticks,Jayce,Jhin,Karma
Sion,LeeSin,Hwei,Yunara,Neeko,False,Draven,Nunu,Akshan,Zyra,Alistar
Aatrox,Rumble,Kaisa,Corki,Rell,False,Gangplank,Nidalee,Yone,MissFortune,Pantheon
Zac,FiddleSticks,Varus,Draven,Heimerdinger,True,Riven,Khazix,Viktor,Aphelios,Rell
Fiora,Nunu,Talon,Senna,Nidalee,True,Zoe,MonkeyKing,Ekko,Ashe,Karma
Ornn,XinZhao,Ryze,Senna,TwistedFate,True,Riven,LeeSin,Aurora,Sivir,Alistar
Fiora,LeeSin,Viktor,Kaisa,Neeko,True,Akali,Pantheon,Lissandra,Ezreal,Karma
Lissandra,Viego,Yone,Mel,Nami,True,Fiora,Volibear,Irelia,Veigar,Senna
Ambessa,Rammus,Qiyana,Twitch,Poppy,True,Fiora,Shaco,Lissandra,Yunara,Seraphine
Tryndamere,Nidalee,Irelia,Senna,Sylas,True,Malphite,Talon,Orianna,Karthus,Pantheon
MonkeyKing,Poppy,Ryze,Twitch,Braum,False,Renekton,Trundle,Caitlyn,Hwei,Blitzcrank
Riven,Vi,Yunara,Twitch,Yuumi,True,Renekton,Poppy,Zyra,Sivir,Bard
Shen,Viego,Kassadin,Corki,Rakan,False,Darius,Shyvana,Ryze,Yunara,Alistar
Kennen,JarvanIV,Yone,Veigar,Poppy,False,Smolder,Qiyana,Karma,Hwei,Alistar
Vladimir,Trundle,Aurora,Jhin,Karma,True,Quinn,Khazix,Qiyana,Lux,Velkoz
Jax,Elise,Qiyana,Smolder,Braum,True,Yone,Olaf,Katarina,Senna,Rakan
Ambessa,Graves,Ryze,Aphelios,Senna,False,Kennen,XinZhao,Zoe,Sivir,Rell
Riven,Viego,Orianna,Kalista,Rell,True,Yunara,Ivern,TwistedFate,Corki,Poppy
Kled,Nunu,Yunara,Jhin,Neeko,True,Rumble,Volibear,Qiyana,Sivir,Soraka
Kled,Ivern,Ryze,Aphelios,Nautilus,False,KSante,Shaco,Orianna,Caitlyn,Soraka
Shen,Elise,Tristana,Kalista,TahmKench,True,Vladimir,Pantheon,Galio,Yasuo,Alistar
Aurora,Poppy,Ryze,Vayne,Karma,False,Anivia,Shaco,Galio,MissFortune,
Kled,Nocturne,Qiyana,Jhin,Xerath,True,Ambessa,Pantheon,Annie,Aphelios,Nautilus
Kled,Nidalee,Naafiri,Vayne,Nautilus,False,Poppy,Zed,Hwei,Jhin,Maokai
Viktor,Belveth,Galio,Kaisa,Rakan,False,Gangplank,Nocturne,Sylas,Corki,Alistar
Shen,MonkeyKing,Cassiopeia,Tristana,Nami,False,Gwen,Khazix,Sylas,Xayah,Nautilus
Warwick,Ivern,Yone,Corki,Pyke,False,Gragas,Kayn,Irelia,Lux,Nautilus
Jayce,Belveth,Taliyah,Xayah,Sona,False,Yorick,Kayn,Ahri,Kaisa,Nautilus
Gragas,Viego,Galio,Tristana,Pyke,True,Jax,Vi,Sivir,Yunara,Lulu
Nocturne,Briar,Chogath,MissFortune,Nami,True,KSante,Shaco,Galio,Tristana,Pyke
Darius,Viego,Katarina,Twitch,Pantheon,False,Gwen,Volibear,Zed,Kaisa,Soraka
Mordekaiser,Ivern,Naafiri,Yunara,Sona,False,Sett,XinZhao,Katarina,Twitch,Lulu
Ambessa,Volibear,Taliyah,Ezreal,Janna,False,Warwick,Zed,Vladimir,MissFortune,Zilean
Jayce,Viego,Ryze,Yunara,Janna,False,Nasus,Ekko,Zed,Kaisa,Nami
Jax,Qiyana,Annie,Sivir,Milio,True,Aatrox,JarvanIV,Orianna,Lucian,Yuumi
Yorick,Qiyana,Zed,KogMaw,Yuumi,False,Yasuo,Jax,Lissandra,Yunara,Leblanc
Vladimir,JarvanIV,Azir,Ezreal,Soraka,False,Kled,Taliyah,LeeSin,Tristana,Nunu
Ambessa,Zac,Lissandra,Draven,Neeko,True,Shen,MasterYi,Taliyah,Corki,Braum
Shen,Viego,Sylas,Varus,Karma,False,Aatrox,Nidalee,Taliyah,Smolder,Rakan
Poppy,Trundle,Leblanc,Vayne,Alistar,True,Nocturne,Viego,Taliyah,Mel,Neeko
Ornn,Nunu,Viktor,Sivir,Braum,True,Aatrox,XinZhao,Taliyah,Ezreal,Soraka
Gwen,Pantheon,Aatrox,Jhin,Rakan,True,Ivern,Viego,Swain,Karthus,Rell
Sion,LeeSin,Corki,Ziggs,Bard,True,Gragas,Nocturne,Kalista,Karthus,Mel
Darius,Kayn,Fizz,Sivir,Janna,True,Ornn,Naafiri,Ivern,Jinx,Thresh
Heimerdinger,LeeSin,Ambessa,Varus,Nautilus,True,Renekton,Rammus,Taliyah,Draven,Lulu
Zoe,Graves,Taliyah,Zeri,Lulu,True,KSante,Viego,Malzahar,MissFortune,Senna
Chogath,Poppy,Ziggs,Kaisa,Rakan,True,Gwen,Viego,Viktor,Tristana,Morgana
Rumble,Pantheon,Ahri,Corki,Alistar,False,Sylas,Viego,Syndra,Senna,Nautilus
DrMundo,Pantheon,Katarina,Xerath,Nami,False,Yone,JarvanIV,AurelionSol,Yunara,Sylas
Irelia,Viego,Kayle,Jinx,Karma,True,KSante,Graves,Leblanc,Varus,Nautilus
Sion,RekSai,Taliyah,Aphelios,Brand,False,KSante,Pantheon,Orianna,Kaisa,Soraka
KSante,Poppy,TwistedFate,Lucian,Alistar,True,Gwen,Viego,Lissandra,Jhin,Bard
KSante,Diana,Leblanc,Aphelios,Renata,True,Gwen,Kayn,Corki,Lucian,Nami
Yone,Nunu,Akali,Smolder,Lulu,False,Singed,Nocturne,Ryze,Senna,Nautilus
Riven,Ekko,Yone,Xayah,Hwei,False,MonkeyKing,Rengar,Leblanc,Ziggs,Rakan
Sion,Corki,Annie,Ziggs,Alistar,False,Lissandra,Viego,Sylas,Zeri,Milio
Sion,MonkeyKing,Taliyah,Yunara,Nautilus,True,Sett,Poppy,Viktor,Lucian,Nami
Teemo,LeeSin,Kennen,Varus,TahmKench,True,Ornn,Volibear,Neeko,Zeri,Alistar
Rumble,Poppy,Viktor,Caitlyn,Bard,False,Ornn,Lulu,Zed,Vayne,
Orianna,Shyvana,Ryze,Jinx,Sona,False,Irelia,Kayn,Taliyah,Smolder,Bard
Renekton,LeeSin,Kassadin,Ezreal,Alistar,False,Gragas,Hecarim,Galio,Smolder,Karma
Yone,Gragas,Orianna,Caitlyn,Rakan,False,Rumble,Ambessa,Irelia,Kaisa,Morgana
Ornn,MonkeyKing,Taliyah,Ezreal,Karma,False,Ambessa,Pantheon,Ryze,Corki,Sona
Ambessa,Nidalee,Viktor,Varus,Alistar,True,Renekton,Belveth,Sylas,Jhin,Mel
Sylas,Trundle,Swain,Ezreal,Karma,False,Renekton,Pantheon,Katarina,Ahri,Rakan
Ambessa,Taliyah,Swain,Lucian,Braum,True,KSante,Briar,Vladimir,Tristana,Lulu
Sion,JarvanIV,Aurora,Aphelios,Rakan,False,Irelia,Khazix,Taliyah,Jhin,Elise
KSante,Poppy,Rumble,Corki,Nautilus,False,Akali,Viego,Aurora,Lucian,Milio
Renekton,Zed,Akali,Xayah,Rakan,False,Kled,JarvanIV,Azir,Ezreal,Karma
Renekton,Vi,Syndra,Twitch,Blitzcrank,True,Ornn,Poppy,Taliyah,Xayah,Nautilus
Ambessa,Ekko,Lucian,MissFortune,Nautilus,False,Renekton,Sejuani,Sylas,KogMaw,Karma
Chogath,Talon,Hwei,Jhin,Alistar,False,Aatrox,Hecarim,Zyra,Varus,Renata
Ivern,Hecarim,Graves,Swain,Rell,False,Riven,Volibear,Veigar,Ezreal,Karma
Kennen,Zed,Ivern,Aphelios,Rakan,True,Olaf,Nidalee,Sylas,Zeri,Braum
Aatrox,JarvanIV,Kennen,Jinx,TahmKench,False,Chogath,Volibear,Akali,Zeri,Leona
Jayce,Viego,Akali,Jhin,Lulu,True,Aatrox,Volibear,Annie,Kaisa,Neeko
Chogath,JarvanIV,Ahri,Jinx,Rell,True,Gwen,Volibear,Ivern,Aphelios,Renata
Chogath,Viego,Ryze,Jinx,Yuumi,False,Darius,Pantheon,Kayle,Aphelios,Nautilus
Fiora,Poppy,Aurora,Jhin,Ambessa,False,Aatrox,JarvanIV,Ryze,Xerath,Nautilus
Jax,Nocturne,Riven,Karthus,Lulu,False,Jayce,Rengar,Katarina,MissFortune,Nautilus
Renekton,Pantheon,Nidalee,Yasuo,Gragas,True,Ambessa,Khazix,Akshan,Hwei,Rell
Jayce,Poppy,Azir,Jhin,Neeko,False,Gwen,Trundle,Leblanc,Sivir,Gragas
Gragas,DrMundo,Ekko,Lucian,Camille,False,Gwen,Poppy,Zoe,Varus,Soraka
Aatrox,JarvanIV,Leblanc,MissFortune,Lux,False,Ambessa,Poppy,Sylas,Varus,Camille
Ambessa,Sejuani,Yone,Lucian,Rell,False,Jax,Qiyana,Taliyah,Draven,Neeko
Jayce,Udyr,Kennen,Jhin,Rakan,True,Ryze,Pantheon,Ezreal,Karthus,Taric
Vladimir,Poppy,Ambessa,Kaisa,Nautilus,True,Gragas,Gwen,Galio,Corki,Pyke
Ambessa,Kayn,Aurora,Sivir,Janna,True,Fiora,Udyr,Syndra,Smolder,Neeko
Ambessa,XinZhao,Smolder,Hwei,Karma,True,Camille,JarvanIV,Nidalee,Jhin,Zilean
Camille,Kayn,Kassadin,Seraphine,Janna,True,Jayce,Rammus,Katarina,Jhin,Sylas
Renekton,JarvanIV,Neeko,Ezreal,Bard,False,Kennen,Ambessa,Zilean,Senna,Nami
Jayce,LeeSin,Vex,Varus,Rell,False,Aphelios,Kayn,Katarina,Mel,Alistar
Gragas,Rammus,Yasuo,MissFortune,Bard,True,Illaoi,Naafiri,Anivia,Twitch,Lulu
Ambessa,Tryndamere,Taliyah,Zeri,Janna,True,Aatrox,Zyra,Naafiri,Karthus,Nami
Ambessa,Zed,Veigar,Hwei,Nautilus,True,Renekton,LeeSin,Kassadin,Corki,Rell
Renekton,Talon,Annie,Kaisa,Bard,False,Jayce,LeeSin,Akali,Senna,TahmKench
Yone,Volibear,Aatrox,Jinx,Braum,False,DrMundo,Talon,Akali,Kaisa,Rakan
Ambessa,Talon,Akali,Zyra,Senna,True,Rumble,JarvanIV,Syndra,Zeri,Lulu
Poppy,Diana,Fizz,Aphelios,Lulu,False,Riven,Morgana,Nidalee,Sivir,Milio
KSante,Viego,Nidalee,Sivir,Bard,True,Yasuo,Kindred,Veigar,TwistedFate,Alistar
Renekton,JarvanIV,Taliyah,Tristana,Mel,False,Jayce,Volibear,Orianna,Senna,Alistar
Renekton,Karthus,Aurora,Senna,Nautilus,True,Gnar,Volibear,TwistedFate,Corki,Thresh
Ambessa,LeeSin,Nidalee,Tristana,Braum,True,Chogath,Zed,Orianna,Samira,Nautilus
Riven,Zyra,Nidalee,Vayne,Senna,False,Kennen,Volibear,Yone,Smolder,Nami
Aatrox,FiddleSticks,Leblanc,Lucian,Yuumi,False,Draven,Kayn,Syndra,Aphelios,Nautilus
