BLUE_TOP,BLUE_JUNGLE,BLUE_MIDDLE,BLUE_BOTTOM,BLUE_UTILITY,RED_WINNER,RED_TOP,RED_JUNGLE,RED_MIDDLE,RED_BOTTOM,RED_UTILITY
Yone,Sejuani,Aurora,Corki,Soraka,False,Aatrox,Diana,Yasuo,Jinx,Janna
Renekton,Nocturne,Aurora,Yunara,Nami,False,Gnar,Belveth,Syndra,Kaisa,Thresh
Aatrox,Diana,Orianna,MissFortune,Alistar,True,Neeko,Qiyana,Azir,Lucian,Braum
Neeko,LeeSin,Ekko,Ezreal,Rakan,True,Yone,Diana,Jayce,MissFortune,Elise
Gnar,LeeSin,Velkoz,Xayah,Rakan,True,Kayn,Rengar,Brand,MissFortune,Nami
Darius,Urgot,Azir,Swain,Pyke,False,Renekton,Rengar,Cassiopeia,Kaisa,Thresh
Aurora,Viego,Akshan,Corki,Alistar,True,Malphite,Rengar,Kayle,Jhin,Rell
Warwick,Rengar,Sylas,Sivir,Lulu,True,Yasuo,Bard,Karma,MissFortune,
Akali,Talon,Quinn,Kaisa,Lulu,False,Darius,Viego,Azir,Taliyah,Pyke
Jax,Urgot,Zoe,Lucian,Nami,True,Neeko,Rengar,Taliyah,Xayah,Ivern
Gangplank,Urgot,Orianna,Lucian,Seraphine,False,KSante,Jax,Zed,Varus,Xerath
Yone,Volibear,Galio,Kaisa,Quinn,False,Yorick,Rengar,Azir,Tristana,Soraka
Sett,Jax,Malzahar,Twitch,Rell,True,Illaoi,Rengar,Diana,Hwei,Maokai
Riven,FiddleSticks,Zoe,Ashe,Nautilus,True,Volibear,Jax,Morgana,Ziggs,Senna
Aurora,Jax,Leblanc,Jhin,Karma,True,Ambessa,JarvanIV,Taliyah,Corki,Nautilus
Jayce,Belveth,Syndra,Hwei,Bard,False,Gragas,Qiyana,Corki,Cassiopeia,Nami
Urgot,Jax,Aurora,Lucian,Milio,False,Fiora,Zed,Ahri,Xayah,Rakan
Tryndamere,Diana,Ekko,Xayah,Lulu,False,Fiora,Rengar,Hwei,Kaisa,Pyke
Kayle,Jax,Lissandra,Jinx,Milio,False,Garen,Zed,Ryze,Zeri,Viego
Yasuo,Amumu,Aurora,Sivir,Elise,True,Riven,Zed,Quinn,Lux,Alistar
LeeSin,Jax,Nunu,Caitlyn,Bard,False,Vladimir,JarvanIV,Smolder,Lux,Amumu
Renekton,Volibear,Ahri,Tristana,Alistar,True,Anivia,Jax,Neeko,Corki,Renata
Aatrox,Belveth,Syndra,Hwei,Nautilus,False,Yone,Pantheon,Taliyah,Lucian,Braum
Camille,Jax,Swain,Tristana,Pyke,False,Ambessa,FiddleSticks,Sylas,Zeri,Nautilus
Fiora,Hecarim,Taliyah,Twitch,Milio,True,Ambessa,Diana,Yasuo,Caitlyn,Lux
Rumble,Belveth,Leblanc,Jinx,Rakan,False,Aurora,Qiyana,Morgana,Ashe,Rengar
Ornn,Kindred,Karma,Urgot,Alistar,False,Aurora,Khazix,Akali,Ashe,Poppy
Urgot,Belveth,Orianna,Sivir,Sona,False,Shen,Nunu,Yasuo,Kaisa,Leona
Shen,Belveth,Kayle,Senna,Braum,True,Jax,Sylas,Swain,Lucian,Leona
Ambessa,Jax,Veigar,Senna,Blitzcrank,False,Gragas,Hecarim,KogMaw,Twitch,Milio
Vladimir,Zed,Sylas,Corki,Bard,True,Quinn,Nidalee,Pyke,Jhin,Elise
Ambessa,Viego,Anivia,Ezreal,Zyra,False,Quinn,Naafiri,Veigar,Swain,Nautilus
LeeSin,Pantheon,Mel,Sivir,Rengar,True,Renekton,Belveth,Aurora,Kaisa,Elise
Quinn,JarvanIV,Morgana,Sivir,Neeko,True,Jayce,Nunu,Lucian,Cassiopeia,Alistar
KSante,Belveth,Sejuani,Jinx,Trundle,False,Smolder,Nunu,Taliyah,Varus,Bard
Fiora,Kindred,Ryze,Tristana,Rell,False,Sejuani,Ivern,Cassiopeia,Zeri,
Quinn,Viego,Kassadin,MissFortune,Nautilus,False,Mordekaiser,JarvanIV,Ekko,Lucian,Nami
Nasus,Kindred,Mel,MissFortune,Seraphine,True,Jax,Shaco,Ahri,Varus,Leona
Fiora,FiddleSticks,Syndra,Varus,Bard,True,Ambessa,Jax,Sylas,Ashe,Maokai
Ambessa,Hecarim,Taliyah,Ashe,Senna,False,Camille,Talon,Ekko,Corki,Elise
Aatrox,Zac,Varus,Ziggs,Pyke,True,Quinn,FiddleSticks,Sylas,Ashe,Thresh
Quinn,Amumu,Kennen,Kaisa,Pyke,True,Sylas,Talon,Orianna,Veigar,Braum
Ambessa,Kindred,Syndra,Corki,Hwei,True,Camille,FiddleSticks,Yone,Xayah,Bard
Ryze,MonkeyKing,TwistedFate,Tristana,Yuumi,False,Nasus,Rengar,Mel,Twitch,Ivern
Camille,Belveth,Kennen,Jinx,Thresh,False,Aatrox,Trundle,Azir,Tristana,Braum
Ambessa,Rengar,Azir,Draven,Janna,True,Yorick,JarvanIV,Vladimir,Hwei,Sona
Nocturne,Rammus,Zoe,Mel,Senna,True,Teemo,Hecarim,Darius,Ashe,Neeko
Jax,Naafiri,Morgana,Mel,Senna,False,Quinn,FiddleSticks,Viego,Jinx,Lulu
Urgot,Nunu,Leblanc,Lucian,Renata,True,Nocturne,Kindred,Mel,KogMaw,Soraka
Jayce,Rengar,Zoe,Jhin,Nautilus,False,Camille,Trundle,Taliyah,Corki,Rell
Fiora,Ambessa,Sylas,Mel,Braum,True,Akali,Hecarim,Vladimir,Corki,Rell
Gnar,Ambessa,Zoe,Corki,Bard,False,Azir,Qiyana,Mel,Aphelios,Lulu
Jax,Rengar,Ryze,Neeko,Quinn,False,Darius,Nilah,Akali,Jhin,Soraka
Yasuo,Gwen,Aurora,Corki,Senna,False,Sejuani,Viego,Anivia,Nilah,Karma
Sett,Belveth,TwistedFate,Smolder,Milio,True,Fiora,Viego,Tryndamere,Ziggs,Sona
Jax,Hecarim,Cassiopeia,Samira,Nautilus,False,Malphite,Trundle,Sylas,Ashe,Soraka
Jayce,Belveth,Annie,Kaisa,Thresh,False,Jax,RekSai,Fizz,Corki,Karma
Gangplank,Belveth,Taliyah,Zeri,Neeko,False,Sett,Udyr,TwistedFate,Sivir,Kennen
Azir,FiddleSticks,Briar,Ezreal,Pyke,False,KSante,Belveth,Smolder,Jhin,Alistar
Ambessa,Hecarim,TwistedFate,Ashe,Nami,True,Jax,Gwen,Qiyana,Jhin,Mel
Cassiopeia,Braum,Lucian,Ziggs,,True,Anivia,JarvanIV,Akali,Jinx,Quinn
Ambessa,LeeSin,Mel,Sivir,Milio,True,Yorick,Belveth,Zoe,Lucian,Nidalee
Ambessa,MasterYi,Morgana,Lucian,Neeko,True,Darius,Jax,Hwei,Sivir,Alistar
Shen,Kindred,Taliyah,Heimerdinger,Anivia,False,Gnar,Nunu,Ryze,Ezreal,Janna
Urgot,Nunu,Orianna,Sivir,Neeko,False,Aurora,Hecarim,Mel,Corki,Karma
Jax,Shaco,Corki,Swain,JarvanIV,False,Ambessa,Hecarim,Zoe,Ashe,Bard
Zilean,Graves,Veigar,Zeri,Sona,False,Quinn,Belveth,Aurora,Jhin,Bard
Zoe,Hecarim,Orianna,Corki,Bard,True,Irelia,Ivern,Aurora,Lucian,Nami
Camille,Belveth,Vladimir,Swain,Zoe,True,Gwen,MonkeyKing,Morgana,Jhin,Soraka
Camille,Hecarim,Hwei,Ezreal,Karma,False,Volibear,Nocturne,Zed,Cassiopeia,Nautilus
Darius,Rengar,Aurora,Ashe,Seraphine,False,Fiora,Bard,Morgana,Jhin,
Ambessa,Hecarim,Garen,Zeri,Lulu,False,Yone,JarvanIV,Leblanc,Kaisa,Nautilus
Gwen,Hecarim,Leblanc,Zeri,Soraka,False,Ambessa,Trundle,Sylas,Lucian,Sona
Jax,Karthus,Akshan,Corki,Braum,True,Gnar,Hecarim,Orianna,KogMaw,Bard
Sejuani,Nunu,Darius,Kaisa,Swain,False,Shen,Rammus,Diana,Yasuo,Rell
Rumble,Hecarim,Neeko,Ezreal,Karma,True,Aurora,MonkeyKing,Ekko,Ashe,Milio
Gragas,Belveth,Yone,Hwei,Bard,False,Aatrox,Nidalee,Akali,Ashe,Blitzcrank
Teemo,Sylas,Aurora,Ashe,Senna,False,Akali,Belveth,TwistedFate,Jhin,Lulu
Ambessa,Talon,KogMaw,Ashe,Rakan,False,Camille,Belveth,Anivia,Jinx,Lulu
Ambessa,Hecarim,Orianna,AurelionSol,Sona,False,Tryndamere,Rengar,Morgana,Swain,Poppy
Tryndamere,Vi,Ryze,Hwei,Bard,False,Sejuani,MonkeyKing,Velkoz,Yasuo,Senna
Aurora,Jax,Rumble,Varus,Alistar,False,Sejuani,Nocturne,KogMaw,Sivir,Veigar
DrMundo,Hecarim,Ryze,Sivir,Pyke,True,Irelia,Nidalee,Darius,Aphelios,Sona
Sejuani,Viego,Akshan,Seraphine,Senna,True,Aatrox,FiddleSticks,Malphite,Lux,Alistar
Tryndamere,Belveth,Morgana,Ashe,Braum,False,Poppy,Viego,KogMaw,Cassiopeia,Lux
Sejuani,Viego,TwistedFate,Ezreal,Maokai,False,Jax,Zed,Qiyana,Ziggs,Nautilus
DrMundo,LeeSin,Vladimir,MissFortune,Zoe,True,Kled,Hecarim,Karma,Jhin,Blitzcrank
Ambessa,Volibear,Vayne,Ashe,Rammus,True,Jax,Hecarim,Viktor,Velkoz,Rell
Kennen,Hecarim,Jayce,Kaisa,Sona,False,Gragas,Nocturne,TwistedFate,Zeri,Karma
Jayce,XinZhao,Aurora,Ezreal,Nautilus,True,Yorick,Hecarim,Sylas,Smolder,Zoe
Yorick,Ekko,Veigar,Jhin,Zoe,False,Quinn,Hecarim,Hwei,Lucian,Thresh
Jax,Belveth,Akali,Ashe,Milio,False,Sejuani,Nidalee,Ryze,Varus,Sylas
Ambessa,Diana,Qiyana,Ashe,Blitzcrank,True,Rumble,Belveth,Sylas,Jinx,Lulu
Pantheon,Rengar,Mel,Kaisa,Rell,False,Ambessa,Nautilus,Akshan,Smolder,Nidalee
Ambessa,Nidalee,Pantheon,Twitch,Karma,True,Renekton,Hecarim,Vayne,Karthus,Senna
Kennen,Sylas,Vayne,Yunara,Lulu,False,Ornn,Kindred,Nunu,Aphelios,Sona
Sejuani,Hecarim,Vex,Corki,Alistar,False,Singed,Rengar,Veigar,Ashe,Pyke
Chogath,Sylas,Yasuo,Smolder,Rell,True,Vladimir,Hecarim,Corki,Aphelios,Milio
Ambessa,Hecarim,Mel,Zeri,Lulu,True,Aatrox,Sylas,Yone,Yunara,Anivia
Sejuani,Belveth,Viktor,Zeri,Yuumi,False,Aatrox,Viego,Fizz,Jhin,Sona
Teemo,Rengar,Kayle,Lux,Nami,False,Riven,Hecarim,Malzahar,Tristana,Lulu
KSante,Hecarim,Vladimir,Smolder,Lux,False,Sion,Viego,Viktor,Zeri,Lulu
KSante,Jax,Sylas,Corki,Rell,True,Gnar,Rumble,Galio,Urgot,Karma
Ambessa,Rengar,Fizz,Ashe,Maokai,True,Renekton,Hecarim,Viego,Zyra,Nautilus
Malphite,Viego,Fizz,Tristana,Nautilus,False,Galio,Jax,Zoe,Sivir,Braum
Quinn,Belveth,Sylas,Ashe,Braum,True,Chogath,Kayn,Hwei,Kaisa,Nautilus
Zoe,Qiyana,Sylas,Twitch,Nautilus,False,Yorick,Rell,Orianna,Corki,
Shen,Rammus,Ryze,Azir,Renata,True,Ekko,Belveth,Viktor,Twitch,Thresh
Poppy,Talon,Galio,Yasuo,Sona,True,Fiora,Pantheon,Viktor,Vayne,Nami
Yone,Hecarim,Veigar,Tristana,Trundle,False,Sion,Gwen,Orianna,Xayah,Renata
Poppy,Hecarim,Vladimir,Jinx,Sona,False,Riven,Rengar,Viktor,Zeri,Lulu
Draven,Nocturne,Viktor,Jhin,Karthus,True,Sejuani,Volibear,Cassiopeia,Ashe,Thresh
Rumble,Hecarim,Akshan,Cassiopeia,Thresh,False,Ambessa,XinZhao,KogMaw,Senna,Bard
Ivern,Viego,Mel,Draven,Leona,True,Zoe,Rengar,Akshan,Ashe,Rakan
Volibear,Naafiri,Anivia,Ashe,Karma,False,Jayce,Ivern,Sylas,Ezreal,Leona
Gragas,Rengar,Ryze,Varus,Pyke,True,Gnar,Hecarim,Azir,Nilah,Alistar
Aatrox,Belveth,Ahri,Xayah,Rakan,True,Nocturne,Vi,Neeko,Yunara,Milio
Nasus,Nunu,Ryze,Corki,,True,Gangplank,Hecarim,Elise,Lucian,Nami
Vladimir,Viego,Galio,Corki,Nami,True,Pantheon,Hecarim,Mel,Jinx,Senna
Yone,Hecarim,Malzahar,Sivir,Anivia,True,Corki,Nocturne,Orianna,Vladimir,Rell
Sion,Rengar,Aurora,Jinx,Sylas,True,Yone,Hecarim,Ryze,Kaisa,Lulu
Fiora,Rengar,Taliyah,Jinx,Nautilus,True,Akali,Hecarim,Diana,Kaisa,Lulu
MonkeyKing,DrMundo,Orianna,Kaisa,Alistar,False,Aatrox,Belveth,Ahri,Kalista,Sona
Sett,Udyr,Akshan,Kaisa,Senna,True,Renekton,Belveth,Lissandra,Smolder,Seraphine
Tryndamere,Nidalee,Irelia,Corki,Alistar,True,Urgot,Kindred,Vladimir,Ashe,Nami
Draven,LeeSin,Zoe,Sivir,Poppy,False,Pantheon,Volibear,Vex,Lucian,Milio
Gangplank,Diana,Yasuo,Sivir,Lulu,True,Fiora,Belveth,Pyke,Jinx,Alistar
Fiora,Volibear,Nunu,Tristana,Ivern,False,Renekton,Hecarim,Karma,Sivir,Sona
Aurora,Ambessa,Corki,Jhin,Leona,True,Yone,Rengar,Malzahar,Cassiopeia,Alistar
Renekton,Belveth,Sylas,Cassiopeia,Alistar,True,Gangplank,Viego,Lulu,Corki,Morgana
Gragas,Rengar,Zed,Jinx,Neeko,True,Nidalee,FiddleSticks,Corki,Twitch,Karma
Yone,Hecarim,Nasus,Morgana,Senna,False,Irelia,Sylas,Yasuo,Aphelios,Milio
Jayce,Trundle,Annie,Aphelios,Sona,True,Teemo,Hecarim,Chogath,Cassiopeia,Elise
Volibear,MonkeyKing,TwistedFate,Cassiopeia,Zilean,False,Garen,Rengar,Galio,Jhin,Elise
Camille,Briar,Sylas,Corki,Rell,False,Sion,Rengar,Orianna,Zeri,Rakan
Vladimir,Rengar,Sylas,Sivir,Renata,False,Gwen,Trundle,Yone,Kaisa,Blitzcrank
Poppy,Ivern,Akali,Kaisa,Nautilus,False,Chogath,Hecarim,Kayle,Jhin,Blitzcrank
Kayle,LeeSin,Lissandra,Tristana,Poppy,True,Ornn,Ekko,Yone,Xayah,Blitzcrank
Ornn,Talon,Ryze,Cassiopeia,Senna,False,Kayle,Hecarim,Viktor,Vayne,Bard
Darius,Viego,Tristana,KogMaw,Zyra,True,Ambessa,Belveth,Tryndamere,Swain,Sona
Shen,Belveth,Galio,Mel,Thresh,False,Urgot,Rengar,Orianna,Draven,Janna
Singed,Belveth,Galio,Zeri,Seraphine,False,Kayle,MonkeyKing,Sylas,Smolder,Thresh
Zoe,Belveth,Vex,Smolder,Blitzcrank,False,Yone,MasterYi,,Senna,Karma
Fiora,Kindred,Orianna,Jhin,Bard,False,Yone,MasterYi,Swain,Jinx,Amumu
Renekton,LeeSin,Lissandra,Ezreal,Bard,True,Ornn,Ambessa,Ekko,Ashe,Lulu
Jayce,Ambessa,Galio,Twitch,Rakan,True,Riven,Udyr,Zeri,Kaisa,Blitzcrank
RekSai,XinZhao,Ziggs,Corki,Nami,False,Kayle,Khazix,Ryze,Karthus,Rakan
Ornn,MonkeyKing,Xerath,Samira,Rell,True,Yorick,Ivern,Hwei,Ashe,Alistar
Chogath,JarvanIV,Zac,Mel,Pantheon,False,Olaf,Hecarim,Vladimir,Tristana,Pyke
Singed,Shaco,Ryze,Varus,Milio,False,Poppy,Hecarim,Sylas,Ashe,Sona
Poppy,XinZhao,Azir,Tristana,Sona,True,Singed,Khazix,Lissandra,Ashe,Milio
Sion,Talon,Azir,Jinx,Milio,True,Gragas,Nunu,Zed,Yunara,Sona
Fiora,Sylas,Jayce,Senna,Thresh,False,Viego,Kayn,Hwei,Samira,Sona
Kayle,LeeSin,Smolder,Kaisa,Rell,True,Fiora,Sylas,Galio,Twitch,Thresh
Gnar,Qiyana,Fizz,Ashe,Morgana,False,Irelia,Ivern,Smolder,Zeri,Leona
Vladimir,Zed,Sylas,Yunara,Thresh,True,Urgot,Kindred,Chogath,Kaisa,Bard
Gragas,MonkeyKing,Sylas,Kaisa,Nautilus,True,Renekton,Kindred,Cassiopeia,Hwei,Pyke
Kennen,Belveth,Aurora,Caitlyn,Soraka,False,Viego,Kindred,Hwei,Kaisa,Karma
Riven,Qiyana,Talon,Ziggs,Elise,True,Jax,Kindred,Akali,Tristana,Alistar
Jax,Belveth,Aurora,Caitlyn,Zoe,True,LeeSin,Nunu,Irelia,Ashe,Zyra
Varus,XinZhao,Hwei,Twitch,Soraka,False,Jax,Kindred,Azir,Jhin,Karma
Ambessa,Gwen,Syndra,Corki,Seraphine,True,Rumble,Kindred,Zeri,MissFortune,Lulu
RekSai,Belveth,Azir,Senna,TahmKench,True,Aatrox,Kayn,Leblanc,Corki,Rakan
Sejuani,Belveth,Taliyah,Ezreal,Braum,False,Azir,Rengar,Zed,Kaisa,Pyke
Tryndamere,Nunu,Yone,Kaisa,Leona,False,Jax,Gwen,Olaf,Anivia,Bard
Irelia,Rumble,Viktor,Sivir,Alistar,True,Sylas,Kindred,Ryze,Smolder,Teemo
Mordekaiser,Qiyana,Zed,Ezreal,Teemo,True,Quinn,Hecarim,Ahri,Draven,Nautilus
Olaf,MonkeyKing,Orianna,Ezreal,Zyra,False,Akali,Lillia,Zed,Jhin,Teemo
Ambessa,Belveth,Yone,Cassiopeia,Nami,False,Irelia,Hecarim,Aurora,Jhin,Elise
Jax,FiddleSticks,Zoe,Tristana,Milio,True,Rumble,Rengar,TwistedFate,Corki,Rell
Volibear,Nocturne,KSante,Cassiopeia,Pyke,True,Gnar,Kindred,Orianna,Seraphine,Sona
Riven,Pantheon,Zed,Vladimir,Lux,True,Fiora,Khazix,Taliyah,Sivir,Sona
Kled,Qiyana,Zed,Zyra,Neeko,True,Volibear,Briar,Orianna,Smolder,Karma
Renekton,Belveth,Viktor,Corki,Bard,False,Fiora,Shaco,Orianna,Aphelios,Sona
Camille,Qiyana,Taliyah,Zeri,Janna,False,Aatrox,Viego,Katarina,Vladimir,Rell
Fiora,Qiyana,Katarina,Twitch,Milio,True,Jax,JarvanIV,Orianna,Sivir,Soraka
Jax,Qiyana,KSante,Senna,Milio,False,Fiora,Khazix,Viktor,Yasuo,Nautilus
Volibear,Taliyah,TwistedFate,Varus,Braum,True,Vladimir,Belveth,Ryze,Tristana,Thresh
Yorick,Belveth,Taliyah,Xayah,Braum,False,Jax,JarvanIV,Ziggs,Kaisa,Nautilus
Riven,MonkeyKing,Akali,Zeri,Milio,True,DrMundo,Skarner,Orianna,Vayne,Morgana
Riven,Sejuani,Katarina,Ashe,Neeko,True,Nasus,Viego,Veigar,Yunara,Milio
Aurora,JarvanIV,Zed,Karthus,Nautilus,True,Heimerdinger,Graves,Yasuo,Sivir,Sona
Riven,JarvanIV,Malzahar,Kaisa,Rell,False,Quinn,Volibear,Vladimir,Yunara,Seraphine
Riven,Hecarim,Galio,Yunara,Poppy,False,Vayne,Sylas,Viktor,Tristana,Braum
Fiora,Rengar,Katarina,Ashe,Lux,True,Riven,Pantheon,Taliyah,Ezreal,Leona
LeeSin,Alistar,Kayle,Corki,,True,Ryze,Hecarim,KSante,Veigar,Nami
Ambessa,Hecarim,Syndra,Varus,Sona,True,Riven,Ivern,Sylas,Ashe,Milio
Ornn,JarvanIV,Zoe,Jinx,Lulu,True,Riven,Gwen,Kaisa,Jhin,Teemo
Riven,LeeSin,Vladimir,Neeko,Thresh,False,Camille,Trundle,Swain,Kaisa,Rell
Riven,Zed,Kassadin,Lucian,Nami,True,Rumble,LeeSin,Orianna,MissFortune,Pyke
Riven,Zed,Hwei,MissFortune,Bard,False,Jayce,Ivern,Sylas,Jhin,Thresh
Shen,Rumble,Zed,Smolder,Sona,False,Camille,Ivern,Talon,Mel,Teemo
Ornn,Qiyana,Galio,Hwei,JarvanIV,True,Olaf,Gwen,TwistedFate,MissFortune,Alistar
Kled,Karthus,Malzahar,Senna,Soraka,True,Riven,Nunu,Leblanc,Smolder,Nami
Riven,FiddleSticks,XinZhao,Swain,Nautilus,False,Nocturne,JarvanIV,Mel,Ezreal,Bard
Riven,Hecarim,Kaisa,Zeri,Sylas,True,Sett,JarvanIV,Morgana,Aphelios,Thresh
Riven,Vayne,Orianna,Kaisa,Nautilus,False,Quinn,Talon,Ryze,Smolder,Neeko
Ornn,Rengar,Yone,Kaisa,Morgana,True,Riven,FiddleSticks,Lux,MissFortune,Neeko
Ambessa,JarvanIV,Kayle,Jinx,Thresh,False,Teemo,Vi,Ryze,Smolder,Alistar
Jax,MasterYi,Akali,Veigar,Alistar,False,Vayne,Volibear,Irelia,Hwei,Lulu
Jayce,Sylas,Riven,Tristana,Rakan,True,Renekton,Karthus,Zed,Yunara,Janna
Darius,LeeSin,Elise,Twitch,Thresh,True,Riven,Sylas,Yasuo,Kaisa,Alistar
Camille,Gwen,Chogath,Varus,Senna,True,Riven,Poppy,Ekko,Ezreal,Karma
Ambessa,Volibear,Lissandra,Jhin,Anivia,True,Riven,LeeSin,Karthus,Lucian,Nami
Ambessa,Zed,Ekko,Hwei,Pyke,True,Riven,LeeSin,Orianna,Lucian,Nami
Quinn,Zed,Viktor,Ezreal,Karma,True,Malphite,Ekko,Akshan,Jhin,Seraphine
Sejuani,Viego,Sylas,Seraphine,Alistar,True,Riven,LeeSin,Taliyah,Sivir,Senna
Riven,Lillia,Katarina,Smolder,Soraka,False,Singed,Viego,Akali,Zeri,Blitzcrank
Riven,Trundle,Viktor,MissFortune,Karma,False,Renekton,Rengar,Syndra,Yunara,Janna
Akali,Qiyana,KogMaw,Aphelios,Shen,True,Riven,Kindred,Vex,Tristana,Alistar
Riven,Ivern,Aurora,Smolder,Janna,False,Nocturne,Hecarim,Aatrox,Draven,Xerath
Riven,Evelynn,Akali,Jhin,Xerath,True,Chogath,JarvanIV,Yasuo,Brand,Nami
Riven,Ivern,Taliyah,Zeri,Nidalee,False,Gragas,Rengar,Talon,Yunara,Karma
Zac,Briar,Aurora,Zeri,Lulu,False,Vayne,FiddleSticks,Fiora,Ashe,Thresh
Riven,Volibear,Galio,Yunara,Lulu,False,Jayce,LeeSin,Ekko,Cassiopeia,Karma
Yone,Maokai,Azir,Tristana,Neeko,False,Riven,Taliyah,Zed,Ashe,Lulu
Riven,Rengar,Rumble,Xayah,Senna,False,Jayce,Briar,Annie,Ziggs,Janna
Riven,Lillia,Sylas,Corki,Milio,False,Ornn,Hecarim,Taliyah,Smolder,Janna
KSante,Zac,Taliyah,Tristana,Blitzcrank,True,Riven,Briar,Akshan,KogMaw,Nami
Volibear,Karthus,MasterYi,Lucian,Milio,False,Riven,JarvanIV,Kassadin,Veigar,Maokai
Ryze,Nunu,Akshan,Zeri,Bard,True,Riven,Viego,Irelia,Twitch,Lulu
Kayle,Nunu,Rengar,Samira,Rell,False,Singed,LeeSin,Yone,Kaisa,Blitzcrank
TahmKench,Lillia,Tristana,Senna,Morgana,True,Riven,Belveth,Galio,Aphelios,Lulu
Shen,Zac,Yasuo,Tristana,Ahri,False,Camille,Kindred,Taliyah,Twitch,Lulu
Riven,Lillia,Taliyah,Kaisa,Milio,True,Renekton,Graves,Hwei,Draven,Nautilus
Ambessa,Viego,Lux,Tristana,Lulu,True,Riven,Shaco,Taliyah,Twitch,Thresh
Riven,Zyra,Yasuo,Mel,Maokai,True,RekSai,Nunu,Anivia,Sivir,Leona
Camille,LeeSin,Vex,Jhin,Bard,True,Jax,Graves,Ambessa,Twitch,Elise
Jayce,Rammus,Syndra,Draven,Blitzcrank,False,Ryze,Ekko,Talon,Twitch,Lulu
Riven,Talon,Annie,Jinx,Lulu,False,Renekton,Kindred,Leblanc,Lucian,Nami
Quinn,Viego,Katarina,Hwei,Senna,True,Malphite,Nidalee,Talon,Sivir,Nautilus
Qiyana,Rumble,Riven,Varus,Karma,False,Gragas,Talon,Irelia,Jhin,Janna
Kennen,XinZhao,Taliyah,Lucian,Milio,True,Chogath,Qiyana,Renekton,Xerath,Senna
KSante,LeeSin,Syndra,Irelia,Xerath,True,Riven,Lillia,Taliyah,Corki,Sett
Riven,Udyr,Viktor,Twitch,Alistar,False,Shen,Kayn,Mel,Sivir,Janna
Taliyah,Kindred,Riven,Veigar,Alistar,False,Warwick,Khazix,Sylas,Xayah,Leona
Riven,Talon,Katarina,Twitch,Leona,True,Kennen,LeeSin,Hwei,Ezreal,Braum
Shaco,Nocturne,Orianna,Kaisa,Blitzcrank,True,Riven,Hecarim,Taliyah,Velkoz,Soraka
Poppy,Nidalee,Qiyana,Yunara,Rakan,False,Kayle,Kindred,Orianna,Aphelios,Nami
Riven,Nocturne,Mel,Senna,Rakan,True,Renekton,Belveth,Syndra,Irelia,Lulu
Fiora,Kindred,Galio,Ashe,Thresh,False,Riven,JarvanIV,KogMaw,Jhin,Nautilus
Riven,Naafiri,Akali,Ashe,Taric,True,Fiora,RekSai,Katarina,Draven,Zoe
Riven,Rumble,Viktor,Tristana,Sona,False,Fiora,Mordekaiser,Yasuo,MissFortune,Leona
Kayle,Ekko,Zed,Yunara,Milio,False,Smolder,Nunu,Jayce,AurelionSol,
Sett,Ivern,Ahri,Kaisa,Nami,True,Riven,MasterYi,Kayle,Corki,Nautilus
Riven,Qiyana,Ekko,Senna,Alistar,False,Chogath,Kayn,Yasuo,Corki,Rakan
Gangplank,JarvanIV,Syndra,Yunara,Milio,True,Riven,RekSai,Vex,Jinx,Nautilus
Jayce,XinZhao,Fizz,Yunara,Karma,True,Kayle,Rengar,Akali,Aphelios,Milio
Nocturne,Karthus,Vladimir,Samira,Alistar,True,Riven,Rumble,Zoe,Yunara,Bard
Riven,Khazix,Akshan,Hwei,Nami,False,Malphite,Qiyana,Zoe,Aphelios,Thresh
Yone,Viego,Galio,Aphelios,Sona,True,Camille,Khazix,Sylas,Yasuo,Janna
Morgana,Zed,Quinn,Ashe,Lulu,True,Malphite,LeeSin,Yone,Twitch,Yuumi
Jax,Viego,Ryze,Aphelios,Nautilus,True,Riven,Amumu,Talon,Ezreal,Karma
Aatrox,LeeSin,Kassadin,Sivir,Nami,False,Riven,Volibear,Leblanc,Senna,Pantheon
Riven,XinZhao,Akali,Ezreal,Rakan,True,Renekton,Sylas,Katarina,Aphelios,Morgana
Jax,Qiyana,Gragas,Lucian,Nami,True,Riven,Morgana,Kassadin,Aphelios,Rakan
Riven,Aatrox,Kassadin,Corki,TahmKench,False,Irelia,LeeSin,Syndra,Tristana,Rakan
Irelia,MasterYi,Galio,Sivir,Leona,True,Riven,Ambessa,KSante,Draven,Milio
Riven,Mordekaiser,Galio,Aphelios,Alistar,False,Aatrox,Talon,Ekko,Ashe,Senna
Riven,Taliyah,Pyke,Zeri,Bard,False,Ambessa,Karthus,Talon,Lux,Zoe
Vayne,JarvanIV,Orianna,Corki,Bard,False,Karthus,Belveth,Lux,Kaisa,Leona
TahmKench,Kayn,Malphite,MissFortune,Pyke,True,Sylas,Qiyana,KogMaw,Kaisa,Thresh
Ambessa,Shaco,Zed,Senna,TahmKench,False,Gwen,Talon,Annie,Ezreal,Karma
Urgot,Rengar,Viktor,Ashe,Nautilus,True,Riven,RekSai,Azir,Corki,Elise
Riven,MasterYi,Brand,Karthus,Seraphine,False,Ambessa,Hecarim,Sylas,Aphelios,Thresh
Urgot,Hecarim,Akshan,Kaisa,Leona,False,Riven,Khazix,Mel,Aphelios,Zac
